geocode,regrowth_2001_2016,agr_pers,veg_pers,nreg_agr,nreg_veg,population2016,pop_g,lpw2016,lpw_g,Std_temp,precip,clay,ph,embargos_def,roads_km,silos_ton,lat,long,FNP,UF
2101608,57193.38,42528.7800,376809.7500,0.2137,0.0298,86662,0.005953846,1502.066875,0.12278,0.39663953,1233.936875,30.93,50.84,5,67.745,4754,-5.5042925,-45.183333,116,21
2101707,1509.82,100.3600,238336.2200,0.4438,0.0003,61621,0.025538462,560.74625,0.161453333,0.358087513,1593.20875,28.35,53.11,3,23.224,0,-2.8412767,-42.911335,118,21
2101731,45.51,0.0000,56751.6300,1.0000,0.0000,7350,0.015153846,641.838125,0.13904,0.417210978,1773.895625,27.13,48.92,0,0,0,-3.101334,-43.462332,117,21
2101806,4346.06,941.1600,168977.1700,0.5388,0.0065,5590,0.003976923,1686.468125,0.231806667,0.541131146,1019.075625,28.75,52.46,1,0,0,-7.1203319,-44.568278,114,21
2101939,7247.07,5250.8700,11092.5300,0.1329,0.0677,6249,0.008569231,1502.70125,0.122766667,0.398026381,1456,28.88,51.41,0,0,0,-4.6795602,-44.688251,116,21
2102101,3174.36,1231.0800,80346.6900,0.1095,0.0019,35799,0.015276923,775.14125,0.18238,0.456754858,1313.6475,25.07,51.11,4,25.411,8490,-3.6866181,-42.82868,117,21
2102150,54646.64,40545.3100,27043.8000,0.1904,0.2607,10444,0.106069231,1886.00625,0.197813333,0.330942467,1476.215625,44.18,47.41,0,0,0,-4.4722368,-45.611487,115,21
2102200,3384.62,62.7800,127125.7900,0.3289,0.0002,28170,0.008615385,698.059375,0.16202,0.456778119,1438.898125,25.74,50.29,0,0,3591,-3.8918383,-43.03661,117,21
2102309,10833.16,7996.5100,120735.2600,0.2279,0.0192,23437,0.004638462,1653.91,0.23346,0.427722652,1241.72875,28.82,52.37,0,0,0,-5.7891681,-43.830508,114,21
2102358,20901.48,31446.5600,24522.7700,0.1275,0.1578,15644,0.007715385,1886.00625,0.197813333,0.361966849,1408.070625,30.26,50.71,2,0,0,-5.5233705,-47.060679,115,21
2102374,1645.24,596.2500,68527.8600,0.2339,0.0026,9286,0.013146154,560.74625,0.161453333,0.393342514,2024.0975,27.56,48.9,0,0,0,-3.1280153,-43.897442,118,21
2102556,14878.89,14257.5900,26044.6200,0.0948,0.0542,14127,0.0137,1634.27625,0.23042,0.3593675,1326.9475,30.83,50.11,3,33.813,0,-6.1761257,-47.263986,114,21
2102705,10464.37,2479.4800,68890.1600,0.3917,0.0227,21617,0.011,560.74625,0.161453333,0.400095301,1652.811875,27.12,48.32,1,0,0,-3.6216116,-44.26269,118,21
2102754,9191.05,4883.6300,41493.9300,0.1222,0.0161,10760,0.001438462,641.838125,0.13904,0.41343228,1528.47125,28.65,50.63,0,31.459,0,-4.6821685,-44.306207,117,21
2102804,44731.81,17752.7900,536934.4300,0.2237,0.0094,25257,-0.000592308,2269.7375,0.24154,0.375266572,1554.398125,25.95,52.4,2,98.107,21975,-7.3732589,-47.202721,114,21
2103000,33993.36,13364.8200,454697.2900,0.2649,0.0105,161926,0.008146154,645.484375,0.140553333,0.469981826,1427.9775,26.57,51,0,117.955,0,-4.8666853,-43.299588,117,21
2103208,14556.82,1577.3800,309549.0500,0.4531,0.0042,78348,0.013530769,663.575625,0.148866667,0.454897424,1488.934375,27.78,49.58,2,50.188,14757,-3.8487561,-43.453841,117,21
2103257,40557.96,73647.7300,38847.4600,0.1458,0.2446,14446,0.011,1886.00625,0.197813333,0.338003328,1429.418125,30.68,48.56,3,0,0,-5.3113527,-47.858433,115,21
2103307,42611.54,13164.3000,347530.6900,0.2265,0.0110,120548,0.004892308,641.885,0.139066667,0.443872636,1494.49375,26.87,50.82,3,57.467,0,-4.6072416,-43.885988,117,21
2103406,4397.24,1136.4900,91153.1400,0.2657,0.0045,48546,0.007969231,642.655625,0.139346667,0.482703757,1448.88125,27.81,50.77,1,0,0,-4.248054,-43.112166,117,21
2103505,13454.32,6233.1700,152248.2900,0.2360,0.0125,40836,0.009530769,1654.8975,0.232886667,0.435988819,1279.256875,29.61,52.85,1,62.497,3552,-6.0556598,-44.181618,114,21
2103554,30406.37,21299.6700,22377.8900,0.1733,0.1664,15995,0.020307692,560.74625,0.161453333,0.381697961,1625.60625,35.45,47.9,0,0,0,-3.8409999,-44.612161,118,21
2103604,42892.63,9728.6200,182214.1700,0.2965,0.0220,64123,0.009223077,641.838125,0.13904,0.429260993,1583.225,27.54,50.95,1,0,0,-4.102201,-44.145312,117,21
2103752,6218.65,15415.4600,10862.7900,0.1080,0.1466,12656,0.000123077,1886.00625,0.197813333,0.383083433,1301.96,27.59,50.64,1,7.272,0,-5.5984746,-47.299858,115,21
2103802,6795.27,3183.4000,18913.2200,0.1286,0.0242,23604,0.004561538,1502.443125,0.122773333,0.402205897,1480.425,30.37,50.73,0,25.711,0,-5.0212807,-44.397097,116,21
2103901,469.7,74.9100,30315.0600,0.4737,0.0022,11148,0.012076923,641.838125,0.13904,0.478880639,1445.403125,27.81,51.82,0,0,0,-4.0992914,-43.009813,117,21
2104008,11423.46,6161.9500,28041.3900,0.2564,0.0704,22498,-0.009130769,1502.47,0.122766667,0.377883911,1355.60875,34.58,50.9,0,0,0,-4.8990998,-44.890568,116,21
2104057,42690.01,28082.6600,184672.0500,0.2181,0.0407,41397,0.032476923,1654.300625,0.231026667,0.364521947,1445.4525,28.75,51.56,1,47.534,0,-6.7824949,-47.201269,114,21
2104073,27647.77,14884.4700,104559.7100,0.2456,0.0443,8347,0.004515385,1643.87875,0.23086,0.404091058,1569.975625,32.02,52.35,0,0,0,-6.9975255,-46.624734,114,21
2104081,5398.46,1446.7400,496747.6400,0.3587,0.0016,10204,0.040907692,1497.27375,0.1233,0.401774709,1243.266875,28.04,51.52,1,0,0,-6.1737991,-45.306178,116,21
2104099,55463.77,28100.0400,278349.8700,0.2895,0.0395,18793,0.021053846,1502.026875,0.1228,0.390296896,1262.836875,28.92,51.4,4,0,0,-6.5142054,-46.186257,116,21
2104107,24959.05,13960.9900,143691.5900,0.2164,0.0261,12679,0.007407692,2244.335625,0.24114,0.411547891,1451.9275,33.72,51.95,1,4.13,12429,-6.9418555,-46.081928,114,21
2104206,7533.51,4253.1900,45281.1300,0.3673,0.0517,15251,0.000892308,1501.66875,0.122793333,0.414442899,1249.916875,28.05,51.64,1,0,0,-5.6683779,-44.029562,116,21
2104404,10010.86,5325.6500,55951.1000,0.1139,0.0121,17583,0.003569231,1502.61375,0.122773333,0.413674087,1422.51875,27.43,51.32,0,0,0,-5.1522553,-44.172001,116,21
2104503,7564.79,4741.6500,25556.1700,0.1149,0.0235,10648,0.006176923,1501.360625,0.122773333,0.411663293,1479.168125,28.55,51.1,0,0,0,-4.9994977,-44.221502,116,21
2104552,13853.09,20765.5900,23165.4900,0.1784,0.1629,18042,0.030053846,1886.00625,0.197813333,0.377861857,1295.79,26.9,49.73,0,21.055,0,-5.7184851,-47.324764,115,21
2104602,7779.19,3779.7000,55933.8100,0.1775,0.0144,16522,0.008130769,1502.45625,0.122766667,0.413761203,1322.1525,27.25,51.21,1,46.675,0,-5.3852511,-44.06724,116,21
2104628,3474.38,1202.3900,25206.4100,0.2911,0.0192,7668,0.007546154,1501.765,0.12276,0.416496799,1283.970625,28.83,51.78,0,0,0,-5.5371715,-44.093309,116,21
2104701,4010.07,1607.4600,15670.6400,0.1464,0.0173,6470,0.001361538,1502.52625,0.122766667,0.415358781,1269.418125,28.8,51.87,0,5.71,0,-5.4148024,-44.31812,116,21
2104800,114353.69,82582.1800,623003.5300,0.2330,0.0387,68458,0.022161538,1500.86,0.122826667,0.387934702,1143.12625,29.06,50.47,7,95.767,12851,-5.883331,-45.999702,116,21
2105005,1842.78,63.6900,161469.6400,0.7130,0.0010,28252,0.015269231,560.74625,0.161453333,0.320995846,1922.52,27.88,48.29,0,30.685,0,-2.7284865,-43.55886,118,21
2105104,1836.99,139.8600,103453.5700,0.6039,0.0021,26651,0.011576923,560.74625,0.161453333,0.307871727,2119.173125,27.05,48.12,2,9.447,0,-2.7206975,-43.799613,118,21
2105203,13081.23,12483.6800,14102.9400,0.1433,0.1290,11718,0.008138462,1502.70125,0.122766667,0.384234629,1377.2075,26,51.57,0,0,0,-4.5859197,-44.819564,116,21
2105302,37036.23,55647.1500,39332.9000,0.1802,0.2372,253873,0.004869231,1886.00625,0.197813333,0.358012453,1420.4225,27.04,50.52,2,39.125,41000,-5.3948642,-47.545671,115,21
2105351,20593.76,22694.6500,61986.0100,0.1573,0.0640,15817,0.017946154,1501.90125,0.122753333,0.366869073,1279.9675,36.61,50.61,0,0,0,-5.1846825,-45.67054,116,21
2105401,19621.4,10559.1800,122218.7300,0.2086,0.0223,67104,0.028984615,560.74625,0.161453333,0.383374817,1769.649375,26.96,48.55,3,50.236,16000,-3.4204361,-44.273248,118,21
2105450,6494.9,3475.4400,38533.0600,0.3670,0.0497,10027,0.041015385,1501.959375,0.122766667,0.4194103,1357.715625,29.51,53.11,0,18.414,0,-5.8522221,-44.294206,116,21
2105476,21967.18,30011.3300,122402.9700,0.1411,0.0387,16226,0.039,1502.389375,0.12278,0.375124424,1262.856875,35.63,51.06,1,36.323,0,-5.391206,-45.575801,116,21
2105500,20144.06,71487.4400,18036.1600,0.0745,0.2419,24836,-0.006976923,1886.00625,0.197813333,0.357805813,1549.54,26.28,51.38,1,0,0,-5.3800652,-47.373627,115,21
2105609,16061.3,7193.3600,43748.7800,0.2106,0.0420,16188,0.003415385,1502.289375,0.122773333,0.393734259,1312.738125,33.17,50.16,0,0,0,-5.0159848,-44.75542,116,21
2105708,29239.75,46347.7500,42773.9700,0.1349,0.1445,49440,0.011553846,1886.00625,0.197813333,0.351230575,1385.93125,36.95,51.47,1,0,0,-4.7770729,-45.219286,115,21
2105807,11865.38,15926.6300,9026.6500,0.1446,0.2297,10865,0.002607692,1502.70125,0.122766667,0.370458612,1354.006875,27.13,51.52,0,0,0,-4.5512768,-44.989669,116,21
2105922,6969.35,2951.6600,130206.8400,0.3045,0.0098,11034,0.008707692,1645.500625,0.23226,0.483163188,1254.17375,28.22,52.15,0,0,0,-6.0352362,-43.508524,114,21
2105948,7403.75,6930.1900,8400.2400,0.1435,0.1215,8775,0.002984615,1502.70125,0.122766667,0.379630851,1353.04375,28.31,51.6,0,0,0,-4.5886048,-44.930918,116,21
2105963,16171.48,20314.9500,26372.2900,0.1154,0.0913,12879,0.007984615,1886.00625,0.197813333,0.35123532,1373.53,35.29,50.79,0,0,0,-4.9297099,-45.403033,115,21
2105989,17790.85,12032.2000,69552.6100,0.1599,0.0319,7427,0.016623077,1886.00625,0.197813333,0.368894181,1358.7175,26.7,51.17,0,40.238,0,-6.1038973,-46.924584,115,21
2106003,6880.05,4318.3000,18799.4400,0.0754,0.0184,11794,0.004630769,1502.70125,0.122766667,0.408818929,1525.073125,27.25,51.4,0,0,0,-4.5568964,-44.464742,116,21
2106102,18306.36,12147.7800,304573.6400,0.1481,0.0069,11943,0.016123077,2619.325,0.250606667,0.490435181,1131.69625,27.59,53.32,1,92.241,23631,-7.2206588,-45.219808,114,21
2106300,2492.67,415.7300,35465.7100,0.2688,0.0043,19532,0.022230769,646.83625,0.14078,0.438272651,1284.845625,27.66,52.16,1,0,1811,-3.2833261,-42.186071,117,21
2106359,57462.74,40734.8300,49819.0500,0.1675,0.1413,7772,0.000884615,1886.00625,0.197813333,0.336054931,1501.3475,38.23,50.09,0,0,0,-4.7196686,-45.516654,115,21
2106409,1498.03,750.1500,48487.0700,0.1097,0.0019,16567,0.018715385,758.64875,0.189626667,0.449204853,1359.165625,25.29,48.99,0,13.803,10704,-3.6259001,-43.227349,117,21
2106607,6566.21,2693.1900,193441.4800,0.2680,0.0051,33188,0.012315385,672.973125,0.153673333,0.452224133,1395.728125,27.41,50.68,0,32.552,0,-5.3791367,-43.318179,117,21
2106631,22236.87,12290.3000,48944.1400,0.2390,0.0731,16552,0.043115385,560.74625,0.161453333,0.385771413,1701.04625,25.71,50,1,37.376,0,-3.7566784,-44.4778,118,21
2106672,884.19,47.0300,50717.3700,0.1880,0.0002,8306,0.043369231,701.75,0.15908,0.447614045,1343.890625,25.75,50.63,0,0,0,-3.4965008,-42.795205,117,21
2106706,13657.25,3542.7500,820424.6800,0.4084,0.0030,21953,0.005630769,1967.31,0.226846667,0.432708042,1248.5425,30.09,52.03,1,0,0,-6.4539884,-44.951086,114,21
2106755,10197.32,11727.0400,13933.3500,0.1028,0.0880,27999,0.030130769,560.74625,0.161453333,0.370355122,1750.444375,26.55,48.71,1,3.242,0,-3.5403245,-44.496061,118,21
2107001,23339.4,15276.9500,98522.3700,0.2768,0.0560,11020,-0.005430769,1886.00625,0.197813333,0.376277823,1369.365,26.8,50.71,2,0,0,-5.8581256,-47.041394,115,21
2107100,76.05,1.8700,170821.2300,0.6326,0.0000,19116,0.019307692,560.74625,0.161453333,0.385242348,1980.14125,27.96,48.94,0,25.31,0,-2.9822589,-43.76234,118,21
2107209,3967.24,837.9500,54325.1400,0.3324,0.0076,14259,0.028992308,560.74625,0.161453333,0.425009804,1636.654375,29.21,48.46,0,0,0,-3.4290567,-43.81303,118,21
2107258,14169.6,4332.4800,59678.8200,0.3055,0.0310,5298,0.019761538,1729.639375,0.237493333,0.423193711,1529.070625,33.93,52.8,0,0,0,-7.1443115,-46.26452,114,21
2107308,2608.52,458.9700,82859.9000,0.6109,0.0086,5087,0.000730769,1645.01,0.23134,0.487125925,1118.79625,28.32,52.61,0,0,0,-6.7496077,-44.039774,114,21
2107704,5935.29,1113.2400,44174.8700,0.4687,0.0217,21008,0.0103,1648.713125,0.2322,0.453605923,1312.4225,30.86,52.86,0,44.136,0,-6.4037871,-43.923991,114,21
2107803,30328.97,15971.7200,259601.4100,0.4258,0.0436,36300,0.002007692,1670.199375,0.235453333,0.444952713,1334.603125,27.34,51.21,1,0,0,-5.6202336,-43.509314,114,21
2107902,7440.24,1533.8600,120656.5100,0.4423,0.0100,18699,0.013238462,1635.85875,0.23068,0.457207101,1205.078125,28.73,52.14,1,0,0,-6.152674,-43.758373,114,21
2108009,11586.67,2346.1200,142323.2500,0.5367,0.0187,19140,0.013023077,2142.916875,0.251233333,0.476682546,1185.013125,30.11,52.33,0,67.777,4490,-6.6322294,-44.180666,114,21
2108058,3403.64,196.0700,82462.8800,0.6953,0.0054,15779,0.017030769,560.74625,0.161453333,0.332755541,1453.8875,25.5,53.41,0,0,0,-2.8547998,-42.611054,118,21
2108108,48551.98,54552.3900,33144.5300,0.1563,0.2336,20635,0.016092308,1886.00625,0.197813333,0.332955828,1529.7,40.49,48.02,0,0,0,-4.565518,-45.490995,115,21
2108207,9461.84,6526.2300,11564.0100,0.1830,0.1122,43519,0.000123077,1502.70125,0.122766667,0.406640197,1489.0425,26.09,51.66,1,0,0,-4.6182469,-44.581327,116,21
2108454,14905.39,6562.9500,59877.7700,0.1797,0.0234,22818,0.017515385,641.838125,0.13904,0.421347046,1570.484375,27.34,50.58,1,64.914,0,-4.4198447,-44.281182,117,21
2108801,13065.37,5167.6800,55774.2100,0.2542,0.0306,18302,0.004992308,560.74625,0.161453333,0.418580438,1566.371875,27.02,50.17,0,0,0,-3.7828609,-44.172594,118,21
2108900,27336.9,23856.1300,43914.1400,0.1608,0.0943,22121,-0.015315385,1502.69,0.122773333,0.37343451,1365.176875,33.64,51.4,0,0,0,-4.7868291,-44.911837,116,21
2109007,31590.31,27942.8900,69979.0000,0.1644,0.0728,23511,0.018592308,1635.81375,0.230506667,0.352882771,1351.409375,30.95,50.47,2,56.845,165730,-6.3688676,-47.180172,114,21
2109106,16501.77,23168.3800,23150.7600,0.0607,0.0607,46970,0.010030769,1502.524375,0.122766667,0.405630682,1315.549375,28.64,52.97,1,67.63,0,-5.2830754,-44.457093,116,21
2109304,4276.06,1268.2100,42163.4000,0.3121,0.0135,11391,0.005846154,560.74625,0.161453333,0.411290651,1755.241875,28.17,48.56,1,7.368,0,-3.3479403,-43.953518,118,21
2109403,234.12,15.0000,126024.3000,0.2665,0.0000,15068,0.019223077,560.74625,0.161453333,0.329675977,1808.6275,28.48,48.19,0,22.15,0,-2.7155155,-43.361211,118,21
2109502,70283.41,42625.2800,492015.7200,0.1728,0.0178,21672,-0.002323077,2455.68875,0.25588,0.418233886,1515.745625,29.05,53.57,2,90.791,171896,-7.5977567,-46.652319,114,21
2109551,15545.68,23225.5900,26405.5000,0.1268,0.1133,7652,0.010453846,1886.00625,0.197813333,0.367137009,1276.020625,25.05,49.4,2,28.788,0,-5.9611546,-47.313645,115,21
2109700,15415.04,18141.6500,198882.7300,0.0679,0.0066,6038,0.002923077,3138.820625,0.271573333,0.483802646,1152.588125,27.56,53.37,0,41.372,125899,-7.4318334,-45.556269,114,21
2109759,8561.87,7805.9500,27801.1500,0.0889,0.0267,7645,0.027946154,1502.374375,0.122766667,0.418002691,1221.338125,27.68,51.45,0,1.477,0,-5.5189726,-44.618508,116,21
2110104,2276.99,148.7500,134766.8500,0.5544,0.0014,32633,-0.005953846,673.736875,0.14998,0.437780386,1441.00875,27.75,51.04,0,0,0,-3.3422177,-42.886319,117,21
2110203,13159.92,4769.1600,55259.3100,0.2890,0.0339,36556,0.020130769,560.74625,0.161453333,0.386192957,1937.996875,28.67,47.15,2,0,16000,-3.2552724,-44.193449,118,21
2110237,2062.55,1.1600,90716.3200,0.9320,0.0002,13199,0.011969231,642.346875,0.13906,0.414868955,1508.935,25.52,51.91,0,0,0,-3.1972227,-42.614702,117,21
2110278,25.45,0.0000,106018.6500,1.0000,0.0000,15623,0.024615385,560.74625,0.161453333,0.308563878,1742.699375,29.13,51.82,0,22.059,0,-2.623836,-43.184224,118,21
2110302,12319.74,5979.2100,52885.4700,0.1271,0.0162,14663,0.000176923,1502.666875,0.122773333,0.402848193,1468.070625,30.74,50.33,0,10.141,0,-4.8264079,-44.481161,116,21
2110401,1594.5,57.8300,91582.8300,0.6769,0.0013,18319,0.005784615,745.15125,0.183006667,0.432448456,1576.276875,28,47.9,2,0,0,-3.3753238,-43.618455,117,21
2110609,2650.76,195.7100,92801.4800,0.2531,0.0007,28020,0.011630769,712.970625,0.161666667,0.431361701,1395.043125,26.35,51.48,0,0,1811,-3.2898781,-42.412022,117,21
2110658,4064.4,6324.4700,67677.2500,0.1035,0.0107,7709,0.013446154,3058.5425,0.2568,0.493139602,1134.64875,30.53,52.01,2,42.765,105336,-6.8332896,-44.617328,114,21
2110708,15846.34,16032.5700,52020.2600,0.1191,0.0400,37028,0.003969231,1502.0975,0.12278,0.413016848,1329.6325,28.66,52.27,0,35.227,0,-5.6382204,-44.336556,116,21
2110807,7212.76,1054.5800,193433.9300,0.5274,0.0060,5007,-0.011684615,1695.701875,0.233646667,0.523423028,1052.13625,28.3,52.43,0,21.552,0,-7.0918589,-44.88344,114,21
2110906,4134.86,910.4000,221464.7400,0.6098,0.0064,14801,-0.000784615,1660.4425,0.233013333,0.575212642,1090.9175,27.34,52.55,0,0,0,-6.2845051,-43.077055,114,21
2111052,32625.82,19491.5300,133568.1200,0.1613,0.0273,11839,0.006607692,1635.295625,0.228913333,0.372817538,1461.139375,30.35,51.16,2,0,0,-6.4636791,-46.900671,114,21
2111078,7196.07,1363.9300,128594.1200,0.3681,0.0061,18225,0.014023077,642.355,0.139366667,0.442635572,1435.129375,26.6,49.87,3,2.785,0,-5.0401761,-43.766643,117,21
2111102,10331.42,2245.0200,128155.6600,0.5004,0.0172,25448,0.005646154,1653.079375,0.231846667,0.488997273,1211.729375,28.71,52.57,1,56.593,3398,-6.5549792,-43.64186,114,21
2111250,8099.04,5387.2500,17785.0700,0.1098,0.0360,7696,0.001138462,1502.10875,0.12278,0.398990393,1300.224375,30.8,51.47,0,0,0,-5.0399417,-44.568303,116,21
2111409,28868.32,30447.4100,37047.2100,0.1274,0.1072,22427,-0.013592308,1502.70125,0.122766667,0.403796566,1544.791875,24.36,51.39,0,1.484,0,-4.377224,-44.616579,116,21
2111508,24767.62,21741.0100,38768.9400,0.1067,0.0628,40791,0.010292308,1502.70125,0.122766667,0.395743499,1621.036875,25.28,51.24,2,19.477,0,-3.9843927,-44.503193,116,21
2111573,12167.41,10149.4500,71116.2600,0.1413,0.0229,4583,0.008153846,1644.71875,0.23028,0.392996501,1554.2575,30.03,52.14,1,0,0,-6.8195798,-46.707363,114,21
2111607,25023.36,21814.8300,306141.2700,0.0860,0.0067,18548,0.012746154,2318.778125,0.247613333,0.439188646,1356.804375,28.04,52.7,6,62.438,38501,-7.0136703,-45.69093,114,21
2111631,8647.32,7536.5700,19720.7300,0.1468,0.0617,6641,-0.014469231,1502.136875,0.122766667,0.372361272,1385.14125,37.08,51.59,0,0,0,-5.0896715,-45.146213,116,21
2111672,5097.71,4935.7200,10895.5700,0.1603,0.0796,6620,0.021615385,1502.674375,0.12278,0.372240402,1362.18375,35.67,51.75,0,0,0,-5.0189565,-45.034555,116,21
2111748,3009.16,1300.5700,31163.9600,0.1542,0.0076,10955,0.015646154,1502.240625,0.12274,0.416859289,1367.156875,26.86,50.54,1,15.218,0,-5.2610456,-43.984649,116,21
2111763,14913.37,38708.2700,17359.6300,0.0799,0.1623,19359,0.001384615,1886.00625,0.197813333,0.366985467,1421.361875,26.56,50.84,1,0,0,-5.4635246,-47.269348,115,21
2111805,45039.82,29326.7500,214218.4800,0.2125,0.0356,17760,0.009576923,1500.46,0.123113333,0.382787474,1319.22875,28.09,51.4,3,29.374,0,-6.2278654,-46.595578,116,21
2111904,5171.94,1776.2000,98572.0300,0.4303,0.0134,10535,0.000330769,2143.893125,0.246373333,0.463693505,1203.994375,29.7,52.26,1,0,0,-6.5098587,-44.339004,114,21
2111953,3366.14,882.6700,82025.9800,0.4572,0.0090,5556,0.014646154,1636.629375,0.23054,0.481410687,1302.75875,28.06,52.43,0,25.456,0,-6.3909504,-43.492324,114,21
2112001,5754.81,28254.2900,335288.4100,0.0248,0.0021,8382,0.014284615,4903.54125,0.25674,0.442191041,1311.1475,32.38,54.91,3,68.674,322605,-8.3319631,-45.885641,114,21
2112100,8486.92,2516.2800,136918.4300,0.3014,0.0079,28944,0.006315385,641.838125,0.13904,0.453713842,1618.71875,29.08,49.03,0,0,0,-4.1530382,-43.813488,117,21
2112209,6979.37,1240.9500,162255.2000,0.5374,0.0088,166295,0.015630769,642.14625,0.13922,0.488014686,1404.334375,25.7,51.85,1,76.643,0,-5.1479562,-42.993267,117,21
2112233,9751.2,4858.4400,12920.3600,0.2106,0.0912,21028,0.014769231,1502.70125,0.122766667,0.405519728,1513.5825,25.85,51.74,0,0,0,-4.5420872,-44.675361,116,21
2112308,37707.16,49353.3200,180596.8000,0.0737,0.0213,41102,0.008946154,1502.08875,0.122766667,0.414560008,1246.4425,29.14,51.46,2,45.596,0,-5.610439,-44.730624,116,21
2112506,3160.17,134.2000,139936.8000,0.5543,0.0012,57955,0.026661538,560.74625,0.161453333,0.301308259,1625.62875,25.54,51.78,0,0,0,-2.9125136,-42.386624,118,21
2112605,900.66,4.2800,166832.6600,0.7350,0.0001,32629,0.037653846,700.144375,0.15836,0.433433963,1571.36,27.18,49.29,1,0,0,-3.2600447,-43.2808,117,21
2112704,25174.13,7149.8400,175147.0200,0.3169,0.0186,55710,0.025123077,560.74625,0.161453333,0.438535441,1495.090625,28.86,49.74,0,52.074,0,-3.7109444,-43.853846,118,21
2112852,22194.92,63679.7600,28953.9600,0.1047,0.2046,13227,0.036838462,1886.00625,0.197813333,0.312684612,1544.01125,30.69,49.8,3,0,0,-5.2611134,-48.070895,115,21
2200400,6830.31,5699.1200,83940.0200,0.3088,0.0294,39795,0.006738462,383.49125,0.055506667,0.520230718,1423.601875,30.38,50.61,0,0.383,18720,-5.0022518,-42.584886,112,22
2200459,10274.49,5540.2900,195503.8300,0.3568,0.0155,5303,0.011846154,1012.283125,0.18882,0.612860778,898.113125,27.83,54.3,0,10.916,9055,-8.4694746,-43.993357,110,22
2200509,6122.49,2742.8100,106962.7900,0.4870,0.0238,17892,0.002084615,383.258125,0.05552,0.625774187,997.216875,26.53,54.15,0,2.151,0,-6.4930923,-42.871982,112,22
2200806,960.41,170.3100,58965.7600,0.5341,0.0033,3267,0.002792308,1484.77125,0.259833333,0.549951513,988.17,29.63,53.07,0,0,0,-7.2191338,-44.202892,110,22
2201101,16452.06,8736.5100,107304.1900,0.4246,0.0567,12039,0.011715385,604.03125,0.143566667,0.533504139,670.763125,27.65,55.08,0,18.21,0,-10.167366,-43.952705,110,22
